id,user_id,card_id,tcg,image_url,created_at,purchase_price
48ddc076-0e06-45da-b3b5-2e4f5abf8687,ba3e96eb-1198-4820-a607-c87b8139e72d,/OnePiece/Products/Singles/A-Fist-of-Divine-Speed-Non-English/Gear-Two-OP11-080-V2,OnePiece,,2026-07-21 14:25:27.949612+00,
497cefe4-ba79-4c53-a18b-af7fcb7f925c,595944d6-9be2-4fd8-97b4-a7ea66558e62,/OnePiece/Products/Singles/Carrying-on-his-Will-Non-English/St-Jaygarcia-Saturn-OP13-083-V2,OnePiece,,2026-07-21 22:14:14.910006+00,
49b587c7-8041-45a1-aad9-114e1ecad31f,ba3e96eb-1198-4820-a607-c87b8139e72d,/OnePiece/Products/Singles/Promos-Japanese/MonkeyDLuffy-P-075-V2,OnePiece,,2026-07-21 09:00:26.52341+00,25
4b7e60a8-8929-4ccf-88b1-9672e6f71df6,ba3e96eb-1198-4820-a607-c87b8139e72d,/OnePiece/Products/Singles/Unnumbered-Promos-Japanese/MonkeyDLuffy-ST21-014-V1,OnePiece,,2026-07-21 14:16:55.732306+00,
4b8c4289-f148-48c9-8be8-445a873e31b2,595944d6-9be2-4fd8-97b4-a7ea66558e62,/OnePiece/Products/Singles/Carrying-on-his-Will-Non-English/MonkeyDLuffy-OP13-118-V1,OnePiece,,2026-07-21 21:58:27.252048+00,
4eccc12d-6035-4c64-9712-e2ff2ec7174e,ba3e96eb-1198-4820-a607-c87b8139e72d,/OnePiece/Products/Singles/Ultra-Deck-The-Three-Brothers-Japanese/MonkeyDLuffy-ST13-015-V2,OnePiece,,2026-07-21 14:04:26.989881+00,
4f7508b8-0f5b-4e50-8377-99c94c6a300b,595944d6-9be2-4fd8-97b4-a7ea66558e62,/OnePiece/Products/Singles/Premium-Bandai-Products/Sanji-OP01-013,OnePiece,,2026-07-21 22:07:29.420127+00,
52a39918-df85-440c-a178-5629d5c66722,595944d6-9be2-4fd8-97b4-a7ea66558e62,/OnePiece/Products/Singles/Heroines-Edition/Trafalgar-Law-EB03-062-V2,OnePiece,,2026-07-21 22:00:29.521433+00,
54c240dc-3887-4ba7-b252-8323fe766f3d,595944d6-9be2-4fd8-97b4-a7ea66558e62,/OnePiece/Products/Singles/Premium-Bandai-Products/Brook-OP01-022,OnePiece,,2026-07-21 22:08:09.695293+00,
558e4b97-7f1c-4224-9df9-6341495dda44,ba3e96eb-1198-4820-a607-c87b8139e72d,/OnePiece/Products/Singles/Promos-Japanese/MonkeyDLuffy-P-080-V1,OnePiece,,2026-07-21 12:11:39.558676+00,25
55bff78c-0519-47db-85b3-a342466d3f57,595944d6-9be2-4fd8-97b4-a7ea66558e62,/OnePiece/Products/Singles/A-Fist-of-Divine-Speed/MonkeyDLuffy-OP11-040-V2,OnePiece,,2026-07-21 21:56:59.77721+00,
588dcfc8-a770-407b-b9cd-77310736b810,595944d6-9be2-4fd8-97b4-a7ea66558e62,/OnePiece/Products/Singles/Emperors-in-the-New-World-Non-English/Buggy-OP09-051-V2,OnePiece,,2026-07-21 21:56:08.664306+00,
5a32e730-5b34-4f8b-bfda-ea8fe5b0c7ef,ba3e96eb-1198-4820-a607-c87b8139e72d,/OnePiece/Products/Singles/Paramount-War-Japanese/MonkeyDLuffy-OP02-041-V2,OnePiece,,2026-07-21 14:14:30.484959+00,
5af03b7d-f49b-41b2-accb-0023d9d74b57,ba3e96eb-1198-4820-a607-c87b8139e72d,/OnePiece/Products/Singles/Special-Tournaments-Promos/Don-Luffy-Dressrosa-V1,OnePiece,,2026-07-21 13:00:33.797059+00,5
5c4d8745-f931-4c4b-9259-f76e26d89c1f,ba3e96eb-1198-4820-a607-c87b8139e72d,/OnePiece/Products/Singles/Special-Tournaments-Promos/MonkeyDLuffy-P-006,OnePiece,,2026-07-21 12:12:03.677705+00,13
5c966344-b5e5-4118-8ead-abac077dfe23,ba3e96eb-1198-4820-a607-c87b8139e72d,/OnePiece/Products/Singles/Unnumbered-Promos/MonkeyDLuffy-EB02-010-V1,OnePiece,,2026-07-21 10:49:54.674006+00,640
5d201bc9-92c4-4df8-b678-772ae3c8710d,595944d6-9be2-4fd8-97b4-a7ea66558e62,/OnePiece/Products/Singles/The-Best-Non-English/MonkeyDLuffy-OP01-024,OnePiece,,2026-07-21 21:53:33.73475+00,
5e87d32d-5b1f-4c3c-8e76-9ea53bdd3f9b,ba3e96eb-1198-4820-a607-c87b8139e72d,/OnePiece/Products/Singles/A-Fist-of-Divine-Speed-Non-English/MonkeyDLuffy-OP11-118-V2,OnePiece,,2026-07-21 13:47:59.750505+00,
60e2984b-d75e-4902-b6ff-c63aa9888d0f,ba3e96eb-1198-4820-a607-c87b8139e72d,/OnePiece/Products/Singles/Promos-Japanese/MonkeyDLuffy-P-041-V5,OnePiece,,2026-07-21 12:13:31.800738+00,35
61290d2a-a345-46c9-af7e-a2ddce2f8247,595944d6-9be2-4fd8-97b4-a7ea66558e62,/OnePiece/Products/Singles/A-Fist-of-Divine-Speed-Non-English/Luffy-Tarou-ST18-005,OnePiece,,2026-07-21 22:03:58.781874+00,
617fe11f-bf6a-4cef-8674-34aa972d86ee,ba3e96eb-1198-4820-a607-c87b8139e72d,/OnePiece/Products/Singles/A-Fist-of-Divine-Speed-Non-English/Luffy-Tarou-ST18-005,OnePiece,,2026-07-21 12:11:54.953894+00,90
63a8cbb1-f0ee-4561-ba57-421b1548d8e6,ba3e96eb-1198-4820-a607-c87b8139e72d,/OnePiece/Products/Singles/Carrying-on-his-Will-Non-English/St-Topman-Warcury-OP13-089-V3,OnePiece,,2026-07-21 12:12:31.731+00,
658f9bc9-dfd5-45b2-a6bc-5c55d48c1187,ba3e96eb-1198-4820-a607-c87b8139e72d,/OnePiece/Products/Singles/The-Best-Non-English/MonkeyDLuffy-P-055-V2,OnePiece,,2026-07-21 14:18:13.324761+00,
65af7e91-28e4-425e-9e40-8199e86dbdf9,ba3e96eb-1198-4820-a607-c87b8139e72d,/OnePiece/Products/Singles/Carrying-on-his-Will-Non-English/MonkeyDLuffy-OP13-118-V5,OnePiece,,2026-07-21 12:11:52.943969+00,80
66a963fc-e8f7-47b3-aa41-868b9f08a38e,595944d6-9be2-4fd8-97b4-a7ea66558e62,/OnePiece/Products/Singles/Carrying-on-his-Will-Non-English/Sabo-OP13-004-V2,OnePiece,,2026-07-21 21:54:48.457713+00,
6866e802-1509-48dd-844b-ab129dab3c75,ba3e96eb-1198-4820-a607-c87b8139e72d,/OnePiece/Products/Singles/Paramount-War-Japanese/MonkeyDLuffy-OP02-062-V2,OnePiece,,2026-07-21 14:08:23.48796+00,
6acbbea1-e2b9-490c-af5d-87012f033b93,595944d6-9be2-4fd8-97b4-a7ea66558e62,/OnePiece/Products/Singles/Adventure-on-Kamis-Island/MonkeyDLuffy-EB04-061-V2,OnePiece,,2026-07-21 22:08:45.348716+00,
6bab1322-a019-4a6c-b625-9277582fce64,595944d6-9be2-4fd8-97b4-a7ea66558e62,/OnePiece/Products/Singles/Premium-Bandai-Products/Usopp-ST01-002-V1,OnePiece,,2026-07-21 22:06:45.138657+00,
