id,user_id,tcg,card_id,created_at
5e11d1db-e3e6-458b-a2a3-626e7a2b4653,595944d6-9be2-4fd8-97b4-a7ea66558e62,OnePiece,/OnePiece/Products/Singles/Carrying-on-his-Will-Non-English/GolDRoger-OP13-003-V2,2026-07-21 21:55:41.651082+00
5e1a18cb-14d5-4647-9c9c-7ceb87ee4ee1,ba3e96eb-1198-4820-a607-c87b8139e72d,OnePiece,/OnePiece/Products/Singles/Awakening-of-the-New-Era-Japanese/MonkeyDLuffy-OP05-119-V3,2026-07-15 12:36:57.026851+00
605c621b-311e-440a-b548-7cdf9ce7b26e,ba3e96eb-1198-4820-a607-c87b8139e72d,OnePiece,/OnePiece/Products/Singles/Promos-Japanese/MonkeyDLuffy-P-108-V2,2026-07-15 17:03:56.532706+00
6093e6fc-76b6-4e10-81a6-f329db39afe9,595944d6-9be2-4fd8-97b4-a7ea66558e62,OnePiece,/OnePiece/Products/Singles/Heroines-Edition/Trafalgar-Law-EB03-062-V2,2026-07-21 22:00:26.566447+00
659e59a8-c098-45ec-96d9-5a0a3f92bd35,a7bfa0fe-3799-42a2-9edf-5e6b8668ed5d,Pokemon,/Pokemon/Products/Singles/30th-Anniversary-Celebration-Simplified-Chinese/Chimchar-30th-P011,2026-07-17 15:06:04.501554+00
69bf637f-373b-4bc6-84df-216a12fe989a,a7bfa0fe-3799-42a2-9edf-5e6b8668ed5d,Pokemon,/Pokemon/Products/Singles/MEP-Black-Star-Promos/Squirtle-MEP039,2026-07-20 16:42:50.952217+00
69e83e0f-5092-4c10-a2c9-a8805eeb5ebd,ba3e96eb-1198-4820-a607-c87b8139e72d,OnePiece,/OnePiece/Products/Singles/Unnumbered-Promos-Japanese/MonkeyDLuffy-ST10-006-V1,2026-07-15 12:53:09.483742+00
6aac70ba-5e3c-4d22-b77c-c3c8298cada2,ba3e96eb-1198-4820-a607-c87b8139e72d,OnePiece,/OnePiece/Products/Singles/Promos-Japanese/MonkeyDLuffy-P-041-V5,2026-07-20 12:47:53.079701+00
6ad55054-149c-4272-a90c-fc9888ec0d65,595944d6-9be2-4fd8-97b4-a7ea66558e62,OnePiece,/OnePiece/Products/Singles/Special-Tournaments-Promos/MonkeyDLuffy-ST01-012,2026-07-21 21:44:05.742996+00
6c46cdd6-8d3d-4853-bd98-0a85c8ab0649,ba3e96eb-1198-4820-a607-c87b8139e72d,OnePiece,/OnePiece/Products/Singles/A-Fist-of-Divine-Speed-Non-English/MonkeyDLuffy-OP05-119-V2,2026-07-15 12:15:43.189221+00
6d03fd3c-f921-44a5-9be0-3ba115e8e0cf,ba3e96eb-1198-4820-a607-c87b8139e72d,OnePiece,/OnePiece/Products/Singles/Unnumbered-Promos/MonkeyDLuffy-OP13-001-V1,2026-07-15 12:39:06.886951+00
6dafc373-7753-4b0e-8edb-9d3b646743fa,ba3e96eb-1198-4820-a607-c87b8139e72d,OnePiece,/OnePiece/Products/Singles/Special-Tournaments-Promos/MonkeyDLuffy-P-106-V1,2026-07-16 09:02:05.467454+00
6df46a80-a035-4a8c-8657-8d1083f70f4e,a7bfa0fe-3799-42a2-9edf-5e6b8668ed5d,Pokemon,/Pokemon/Products/Singles/Lost-Origin/Pikachu-V2-LORTG05,2026-07-16 16:51:26.210785+00
6e78e04e-af66-4362-b8e7-f36239cf0fd7,ba3e96eb-1198-4820-a607-c87b8139e72d,OnePiece,/OnePiece/Products/Singles/Two-Legends/MonkeyDLuffy-OP07-109,2026-07-15 16:52:13.901222+00
6eb7b802-7012-4c54-987c-a458d938b4c4,ba3e96eb-1198-4820-a607-c87b8139e72d,OnePiece,/OnePiece/Products/Singles/Carrying-on-his-Will-Non-English/St-Ethanbaron-V-Nusjuro-OP13-080-V3,2026-07-16 12:52:21.782425+00
71738dee-b8b4-4d7c-b94a-10b3c75dc541,ba3e96eb-1198-4820-a607-c87b8139e72d,OnePiece,/OnePiece/Products/Singles/Carrying-on-his-Will-Non-English/St-Jaygarcia-Saturn-OP13-083-V3,2026-07-16 12:53:42.020748+00
736ac478-27f4-429d-80ca-72eede4ce6ea,ba3e96eb-1198-4820-a607-c87b8139e72d,OnePiece,/OnePiece/Products/Singles/Special-Tournaments-Promos/MonkeyDLuffy-P-007,2026-07-15 14:24:28.942048+00
77a1822c-4e26-4b33-952f-939f8876bea1,595944d6-9be2-4fd8-97b4-a7ea66558e62,OnePiece,/OnePiece/Products/Singles/Bonds-of-Master-and-Disciple-Non-English/Sanji-OP12-041-V2,2026-07-21 21:51:47.009724+00
789ffdae-3e94-4d65-9deb-67a6574663bd,ba3e96eb-1198-4820-a607-c87b8139e72d,OnePiece,/OnePiece/Products/Singles/Promos-Japanese/MonkeyDLuffy-P-080-V1,2026-07-20 12:47:46.787923+00
7af88be1-5397-4226-97e6-7ac1bd566b88,595944d6-9be2-4fd8-97b4-a7ea66558e62,OnePiece,/OnePiece/Products/Singles/Royal-Blood-Non-English/Trafalgar-Law-OP10-119-V2,2026-07-21 21:55:13.122122+00
7d0f89a5-65b0-44bf-aeb8-eeaf0eaf77f5,595944d6-9be2-4fd8-97b4-a7ea66558e62,OnePiece,/OnePiece/Products/Singles/Promos/MonkeyDLuffy-P-033,2026-07-21 22:13:31.780148+00
7e58b8a2-1527-4a14-a59e-6d092b5f7c95,ba3e96eb-1198-4820-a607-c87b8139e72d,OnePiece,/OnePiece/Products/Singles/Emperors-in-the-New-World-Non-English/MonkeyDLuffy-OP09-061-V2,2026-07-16 09:02:31.467434+00
7eac1199-119f-4425-8818-d33305d9397d,595944d6-9be2-4fd8-97b4-a7ea66558e62,OnePiece,/OnePiece/Products/Singles/Bonds-of-Master-and-Disciple-Non-English/Koala-OP12-081-V2,2026-07-21 21:51:25.703388+00
8015abe9-f49b-4961-9a38-74e967e9b2e6,595944d6-9be2-4fd8-97b4-a7ea66558e62,OnePiece,/OnePiece/Products/Singles/Premium-Bandai-Products/Usopp-ST01-002-V1,2026-07-21 22:06:42.576368+00
879e8403-b383-48d1-a445-3a06ecacec9f,ba3e96eb-1198-4820-a607-c87b8139e72d,OnePiece,/OnePiece/Products/Singles/Carrying-on-his-Will-Non-English/St-Shepherd-Ju-Peter-OP13-084-V3,2026-07-16 12:55:34.153751+00
88abdf35-4d44-4f4f-8ebc-f3acc4b03d42,ba3e96eb-1198-4820-a607-c87b8139e72d,OnePiece,/OnePiece/Products/Singles/Promos/MonkeyDLuffy-P-037-V2,2026-07-20 12:50:33.235419+00
88c10ac1-8b7d-41a1-997d-2d751bcb8343,ba3e96eb-1198-4820-a607-c87b8139e72d,OnePiece,/OnePiece/Products/Singles/Carrying-on-his-Will-Non-English/St-Marcus-Mars-OP13-091-V3,2026-07-16 12:57:38.246938+00
8a355fa8-33fb-48af-86ac-26e571fb88f2,595944d6-9be2-4fd8-97b4-a7ea66558e62,OnePiece,/OnePiece/Products/Singles/Premium-Bandai-Products-Asia-Region-Legal/MonkeyDLuffy-P-001-V1,2026-07-21 21:49:26.522954+00
8a5a94fd-2783-43da-beba-eee05c4e415d,595944d6-9be2-4fd8-97b4-a7ea66558e62,OnePiece,/OnePiece/Products/Singles/Premium-Bandai-Products-Asia-Region-Legal/Roronoa-Zoro-OP01-001-V1,2026-07-21 22:08:05.977838+00
8ae63e47-9681-4eb7-9da1-cfdc3a539974,595944d6-9be2-4fd8-97b4-a7ea66558e62,OnePiece,/OnePiece/Products/Singles/OP16/Ms-All-Sunday-OP14-084,2026-07-21 22:03:14.296372+00
8cdb4736-925a-400a-a40f-bc55bd98d2c8,ba3e96eb-1198-4820-a607-c87b8139e72d,OnePiece,/OnePiece/Products/Singles/Unnumbered-Promos-Japanese/MonkeyDLuffy-OP09-119-V1,2026-07-15 14:51:55.732651+00
8e48c147-4db3-4e6f-895f-c237349c4afc,ba3e96eb-1198-4820-a607-c87b8139e72d,OnePiece,/OnePiece/Products/Singles/Carrying-on-his-Will-Non-English/MonkeyDLuffy-OP13-118-V3,2026-07-15 12:38:07.115926+00
91408e29-b12c-4723-b1ed-f9e2eb1e8b86,ba3e96eb-1198-4820-a607-c87b8139e72d,OnePiece,/OnePiece/Products/Singles/Special-Tournaments-Promos/MonkeyDLuffy-P-006,2026-07-15 16:32:53.127164+00
9197433c-e7a0-4690-9ee0-e715b9051945,595944d6-9be2-4fd8-97b4-a7ea66558e62,OnePiece,/OnePiece/Products/Singles/Carrying-on-his-Will-Non-English/DON-OP13-Roger-V2,2026-07-21 22:05:11.529646+00
93cccc2f-37e0-4cc4-adfc-6e704e8870c6,ba3e96eb-1198-4820-a607-c87b8139e72d,OnePiece,/OnePiece/Products/Singles/Promos-Japanese/MonkeyDLuffy-P-110,2026-07-15 16:25:23.682235+00
94ef785e-930d-4263-9e8c-d5ac4b503050,ba3e96eb-1198-4820-a607-c87b8139e72d,OnePiece,/OnePiece/Products/Singles/Emperors-in-the-New-World-Non-English/MonkeyDLuffy-OP05-119,2026-07-15 14:24:45.463413+00
958f3a68-0fc9-416c-af84-aab5614554eb,ba3e96eb-1198-4820-a607-c87b8139e72d,OnePiece,/OnePiece/Products/Singles/Special-Tournaments-Promos/MonkeyDLuffy-ST21-014-V1,2026-07-15 12:37:13.19286+00
999156ab-01f9-4218-9cfe-c81c5e9e82db,ba3e96eb-1198-4820-a607-c87b8139e72d,OnePiece,/OnePiece/Products/Singles/Awakening-of-the-New-Era/MonkeyDLuffy-OP05-119-V2,2026-07-15 15:43:07.703242+00
99c0bb17-e819-4b17-b909-0fb6f8f799ef,ba3e96eb-1198-4820-a607-c87b8139e72d,OnePiece,/OnePiece/Products/Singles/Promos-Japanese/MonkeyDLuffy-P-108-V3,2026-07-15 17:03:22.206446+00
9af08fb9-39a5-4647-9db1-94263e2ccd78,ba3e96eb-1198-4820-a607-c87b8139e72d,OnePiece,/OnePiece/Products/Singles/Special-Tournament-Promos-Japanese/MonkeyDLuffy-P-001,2026-07-16 08:53:18.895393+00
9ba94f51-b176-4beb-9803-bb4411e22562,595944d6-9be2-4fd8-97b4-a7ea66558e62,OnePiece,/OnePiece/Products/Singles/A-Fist-of-Divine-Speed/Honesty-Impact-OP11-018-V2,2026-07-21 21:57:30.261888+00
9cfaa152-f2c1-4866-ba05-7d6b11ba83ad,ba3e96eb-1198-4820-a607-c87b8139e72d,OnePiece,/OnePiece/Products/Singles/Pillars-of-Strength-Japanese/Rob-Lucci-OP03-076-V2,2026-07-16 11:10:43.438897+00
a04fbfd6-28df-4beb-a4f3-29356187c7ef,ba3e96eb-1198-4820-a607-c87b8139e72d,OnePiece,/OnePiece/Products/Singles/Carrying-on-his-Will-Non-English/MonkeyDLuffy-OP13-118-V4,2026-07-15 12:34:13.091189+00
a2d0345e-e7ed-415a-83b7-4d70c76ef25a,595944d6-9be2-4fd8-97b4-a7ea66558e62,OnePiece,/OnePiece/Products/Singles/Emperors-in-the-New-World-Non-English/GolDRoger-OP09-118-V2,2026-07-21 22:05:40.960962+00
a33fc5e5-bf79-46ce-8f47-c0371a9d7eb1,ba3e96eb-1198-4820-a607-c87b8139e72d,OnePiece,/OnePiece/Products/Singles/Pillars-of-Strength-Japanese/Charlotte-Katakuri-OP03-099-V2,2026-07-16 11:10:54.727683+00
a3822923-7e9a-41dc-a10c-3d9bd7637141,ba3e96eb-1198-4820-a607-c87b8139e72d,OnePiece,/OnePiece/Products/Singles/A-Fist-of-Divine-Speed-Non-English/MonkeyDLuffy-OP05-119-V1,2026-07-15 12:34:16.819059+00
a5bc874e-ddac-4352-8217-c6c678f36121,595944d6-9be2-4fd8-97b4-a7ea66558e62,OnePiece,/OnePiece/Products/Singles/A-Fist-of-Divine-Speed-Non-English/MonkeyDLuffy-OP11-118-V3,2026-07-21 22:09:15.140787+00
a62ec88b-463a-4ac3-aa30-bff77a349751,ba3e96eb-1198-4820-a607-c87b8139e72d,OnePiece,/OnePiece/Products/Singles/Carrying-on-his-Will-Non-English/St-Topman-Warcury-OP13-089-V3,2026-07-16 12:56:21.754013+00
a694fa5d-e37b-4d5f-988e-4f23cc777a97,595944d6-9be2-4fd8-97b4-a7ea66558e62,OnePiece,/OnePiece/Products/Singles/The-Best-Non-English/Yamato-OP04-112,2026-07-21 22:01:07.439678+00
a865b0f9-34fa-4b6b-838d-a6f42230d439,595944d6-9be2-4fd8-97b4-a7ea66558e62,OnePiece,/OnePiece/Products/Singles/Unnumbered-Promos-Japanese/Tony-TonyChopper-EB02-003-V1,2026-07-21 21:56:28.644304+00
a9ae6c47-c047-4ef7-8222-0ab2f5cd3a94,ba3e96eb-1198-4820-a607-c87b8139e72d,Pokemon,/Pokemon/Products/Singles/Gem-Pack-Vol5/Captain-Pikachu-V7-CBB5C01,2026-07-20 12:46:48.499259+00
ad9b0400-45b0-4859-9412-98a5e44669ff,595944d6-9be2-4fd8-97b4-a7ea66558e62,OnePiece,/OnePiece/Products/Singles/One-Piece-Products/DON-One-Piece-Day-25,2026-07-21 22:09:46.184382+00
adb0d91d-0a9e-4cf6-8de7-db66e7aae22a,a7bfa0fe-3799-42a2-9edf-5e6b8668ed5d,Pokemon,/Pokemon/Products/Singles/30th-Anniversary-Celebration-Simplified-Chinese/Snivy-30th-P013,2026-07-17 13:55:46.116027+00
